rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,roast,aroma,body,flavor,month,year,region
91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_central_america
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_africa_arabia
91.0,0,0,1,0,0,0,1,0,0,0,0,0,0,Medium-Light,8.0,8.0,9.0,August,2016,region_central_america
94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_asia_pacific
92.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,9.0,8.0,9.0,August,2016,region_central_america
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,8.0,August,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,8.0,9.0,August,2016,region_africa_arabia
91.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,August,2016,region_central_america
90.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,8.0,August,2016,region_central_america
90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,8.0,August,2016,region_africa_arabia
93.0,0,0,1,0,0,0,1,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,August,2016,region_central_america
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,9.0,8.0,9.0,August,2016,region_africa_arabia
92.0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_central_america
93.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,August,2016,region_africa_arabia
93.0,0,0,0,0,0,0,0,0,0,0,0,1,0,Light,9.0,9.0,9.0,August,2016,region_africa_arabia
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium,9.0,8.0,9.0,August,2016,region_central_america
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,August,2016,region_central_america
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_africa_arabia
93.0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_central_america
91.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,August,2016,region_central_america
91.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,9.0,8.0,8.0,August,2016,region_central_america
91.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,August,2016,region_africa_arabia
91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,9.0,August,2016,region_asia_pacific
91.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,August,2016,region_central_america
91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium-Light,8.0,9.0,8.0,August,2016,region_central_america
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,August,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,August,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,August,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,August,2016,region_africa_arabia
96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,10.0,August,2016,region_africa_arabia
95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,August,2016,region_africa_arabia
95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,10.0,August,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,August,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_africa_arabia
87.0,0,0,0,0,0,0,1,0,1,0,1,1,0,Medium,7.0,8.0,8.0,July,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,July,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,9.0,July,2016,region_africa_arabia
91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,1,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,10.0,8.0,10.0,July,2016,region_africa_arabia
91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,9.0,July,2016,region_central_america
90.0,1,0,0,0,0,0,0,0,1,0,0,0,0,Medium,8.0,8.0,8.0,July,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_africa_arabia
93.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium,9.0,9.0,9.0,July,2016,region_africa_arabia
93.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium,9.0,8.0,9.0,July,2016,region_africa_arabia
92.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Dark,8.0,9.0,9.0,July,2016,region_africa_arabia
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_asia_pacific
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_asia_pacific
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_asia_pacific
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_asia_pacific
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_asia_pacific
92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,8.0,July,2016,region_asia_pacific
92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_asia_pacific
92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_asia_pacific
94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium,9.0,9.0,9.0,July,2016,region_asia_pacific
94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,July,2016,region_asia_pacific
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,July,2016,region_asia_pacific
93.0,1,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Light,9.0,8.0,9.0,June,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,June,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,June,2016,region_africa_arabia
91.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,8.0,8.0,9.0,June,2016,region_central_america
92.0,0,0,0,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,June,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,June,2016,region_africa_arabia
96.0,1,0,0,0,0,0,1,0,0,0,0,0,0,Medium-Light,9.0,9.0,10.0,June,2016,region_africa_arabia
95.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,9.0,9.0,9.0,June,2016,region_central_america
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,June,2016,region_africa_arabia
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium,9.0,9.0,9.0,June,2016,region_central_america
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,June,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,1,1,0,0,0,0,Medium-Light,9.0,9.0,9.0,June,2016,region_africa_arabia
92.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium,9.0,8.0,8.0,June,2016,region_africa_arabia
90.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Dark,8.0,8.0,8.0,June,2016,region_africa_arabia
94.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,June,2016,region_central_america
93.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,9.0,9.0,9.0,June,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,8.0,9.0,9.0,June,2016,region_africa_arabia
92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,June,2016,region_asia_pacific
93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,June,2016,region_africa_arabia
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,9.0,9.0,9.0,June,2016,region_central_america
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,9.0,9.0,June,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,June,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,10.0,June,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,June,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,8.0,9.0,June,2016,region_africa_arabia
91.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,8.0,8.0,9.0,June,2016,region_africa_arabia
95.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,May,2016,region_africa_arabia
91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,10.0,9.0,May,2016,region_africa_arabia
95.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,May,2016,region_central_america
90.0,1,0,0,0,0,0,0,1,1,0,0,0,0,Medium,8.0,9.0,8.0,May,2016,region_africa_arabia
93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,May,2016,region_asia_pacific
93.0,0,0,0,0,0,0,0,1,1,0,0,1,0,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,May,2016,region_africa_arabia
91.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,May,2016,region_central_america
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,May,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,8.0,9.0,May,2016,region_africa_arabia
86.0,0,0,0,0,0,0,1,0,0,0,1,1,0,Medium-Dark,8.0,7.0,7.0,May,2016,region_africa_arabia
94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
94.0,0,0,0,1,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,May,2016,region_hawaii
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,May,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,May,2016,region_africa_arabia
93.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium,8.0,9.0,9.0,May,2016,region_africa_arabia
94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,May,2016,region_africa_arabia
94.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,May,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,May,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,9.0,8.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,May,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,8.0,9.0,9.0,May,2016,region_africa_arabia
90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,8.0,8.0,May,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,9.0,8.0,May,2016,region_africa_arabia
87.0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium,8.0,7.0,8.0,May,2016,region_africa_arabia
91.0,0,0,1,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,8.0,April,2016,region_central_america
91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,9.0,April,2016,region_asia_pacific
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,April,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,April,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,8.0,9.0,9.0,April,2016,region_africa_arabia
95.0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,April,2016,region_central_america
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,April,2016,region_africa_arabia
94.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,April,2016,region_africa_arabia
94.0,1,0,0,0,0,0,1,1,1,0,0,0,0,Medium-Light,9.0,9.0,9.0,April,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,April,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,9.0,8.0,9.0,April,2016,region_africa_arabia
91.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Light,8.0,9.0,8.0,April,2016,region_africa_arabia
95.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,April,2016,region_central_america
93.0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,April,2016,region_hawaii
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,April,2016,region_africa_arabia
90.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,8.0,April,2016,region_central_america
89.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Dark,8.0,8.0,9.0,April,2016,region_asia_pacific
89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,Medium-Light,8.0,8.0,8.0,April,2016,region_africa_arabia
88.0,0,0,0,0,1,0,0,0,0,0,0,0,1,Medium-Light,8.0,8.0,9.0,April,2016,region_asia_pacific
88.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Light,8.0,8.0,8.0,April,2016,region_asia_pacific
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,April,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,April,2016,region_africa_arabia
92.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,April,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,1,0,0,0,1,0,Medium-Light,8.0,8.0,9.0,April,2016,region_africa_arabia
91.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,8.0,8.0,9.0,April,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Dark,9.0,8.0,9.0,April,2016,region_africa_arabia
94.0,1,0,0,0,0,0,1,0,0,0,0,1,0,Light,9.0,8.0,9.0,March,2016,region_africa_arabia
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,9.0,9.0,9.0,March,2016,region_central_america
93.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Light,9.0,9.0,9.0,March,2016,region_africa_arabia
91.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,March,2016,region_africa_arabia
90.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium,9.0,7.0,8.0,March,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,8.0,9.0,March,2016,region_africa_arabia
94.0,1,0,0,0,0,0,1,1,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,March,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,1,0,0,0,0,0,Light,9.0,9.0,9.0,March,2016,region_africa_arabia
92.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,March,2016,region_central_america
96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,10.0,9.0,9.0,March,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,March,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,1,1,0,1,0,0,Medium-Dark,8.0,8.0,9.0,March,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,1,0,0,Medium,8.0,8.0,9.0,March,2016,region_africa_arabia
89.0,0,0,0,0,0,1,0,1,1,0,1,0,0,Medium-Dark,8.0,8.0,8.0,March,2016,region_africa_arabia
89.0,0,0,0,0,0,0,0,0,1,0,1,1,0,Medium,8.0,8.0,8.0,March,2016,region_africa_arabia
89.0,0,0,0,0,0,0,0,1,1,0,1,1,0,Medium-Dark,8.0,7.0,8.0,March,2016,region_africa_arabia
89.0,0,0,0,0,1,0,0,1,1,0,1,0,0,Very Dark,8.0,8.0,8.0,March,2016,region_asia_pacific
88.0,0,0,0,0,0,1,0,0,1,0,1,0,0,Medium-Dark,8.0,7.0,8.0,March,2016,region_africa_arabia
88.0,0,0,0,0,0,0,0,0,0,0,1,1,0,Medium,8.0,8.0,8.0,March,2016,region_africa_arabia
88.0,0,0,0,0,0,0,0,0,0,0,1,1,0,Very Dark,8.0,8.0,8.0,March,2016,region_africa_arabia
88.0,0,0,0,0,0,0,0,0,1,0,1,1,0,Medium,8.0,8.0,8.0,March,2016,region_africa_arabia
88.0,0,0,0,0,1,0,0,1,1,0,1,0,0,Dark,8.0,8.0,7.0,March,2016,region_asia_pacific
91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium-Light,8.0,9.0,8.0,March,2016,region_africa_arabia
90.0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium,8.0,8.0,8.0,March,2016,region_africa_arabia
92.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,March,2016,region_asia_pacific
92.0,0,0,1,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,March,2016,region_central_america
94.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Light,9.0,8.0,9.0,March,2016,region_africa_arabia
94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,March,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,1,0,0,0,0,Medium-Light,9.0,8.0,9.0,March,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,0,0,0,0,1,0,Light,9.0,8.0,9.0,March,2016,region_africa_arabia
91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium-Light,8.0,9.0,8.0,March,2016,region_asia_pacific
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,March,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,1,0,0,0,0,0,Light,9.0,9.0,9.0,March,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,March,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,1,Light,9.0,9.0,9.0,March,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,March,2016,region_africa_arabia
91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,9.0,March,2016,region_africa_arabia
91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium-Light,9.0,8.0,8.0,March,2016,region_africa_arabia
93.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,March,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,February,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,8.0,8.0,9.0,February,2016,region_africa_arabia
92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium-Dark,9.0,8.0,9.0,February,2016,region_africa_arabia
94.0,0,0,0,1,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,February,2016,region_hawaii
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,February,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,9.0,8.0,February,2016,region_africa_arabia
92.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Dark,8.0,8.0,9.0,February,2016,region_africa_arabia
90.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Dark,8.0,8.0,8.0,February,2016,region_africa_arabia
95.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Light,9.0,9.0,9.0,February,2016,region_central_america
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,February,2016,region_central_america
95.0,1,0,0,0,0,0,1,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,February,2016,region_africa_arabia
94.0,0,0,1,0,0,0,1,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,February,2016,region_central_america
93.0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium-Light,9.0,8.0,9.0,February,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,February,2016,region_africa_arabia
89.0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium-Dark,8.0,8.0,8.0,February,2016,region_africa_arabia
95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,February,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,February,2016,region_africa_arabia
95.0,0,0,0,0,0,1,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,February,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,1,1,0,0,0,0,Medium-Light,9.0,8.0,9.0,February,2016,region_africa_arabia
94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,February,2016,region_africa_arabia
93.0,0,0,0,0,0,0,0,1,1,0,0,1,0,Medium-Light,9.0,8.0,9.0,February,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,February,2016,region_africa_arabia
91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,8.0,8.0,9.0,February,2016,region_africa_arabia
95.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,9.0,9.0,February,2016,region_central_america
93.0,0,0,1,0,0,0,0,0,0,0,0,0,1,Medium-Light,9.0,8.0,9.0,February,2016,region_central_america
89.0,0,0,0,0,0,1,0,1,1,0,0,0,0,Medium-Dark,8.0,8.0,8.0,February,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,9.0,9.0,February,2016,region_africa_arabia
92.0,0,0,1,0,0,0,0,1,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,February,2016,region_central_america
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium,8.0,9.0,9.0,February,2016,region_africa_arabia
90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,8.0,8.0,8.0,February,2016,region_africa_arabia
90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Dark,8.0,8.0,8.0,February,2016,region_africa_arabia
89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,7.0,8.0,8.0,February,2016,region_africa_arabia
89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Dark,7.0,8.0,8.0,February,2016,region_africa_arabia
88.0,0,0,0,0,0,1,0,0,0,0,0,1,0,Medium,8.0,8.0,8.0,February,2016,region_africa_arabia
88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium,8.0,8.0,8.0,February,2016,region_africa_arabia
84.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Light,8.0,7.0,7.0,February,2016,region_africa_arabia
75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,Medium-Dark,5.0,7.0,3.0,February,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Medium-Light,9.0,8.0,9.0,February,2016,region_africa_arabia
92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,8.0,8.0,9.0,February,2016,region_africa_arabia
93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,Light,9.0,9.0,9.0,February,2016,region_africa_arabia
